Representative 1	Representative 2	Co-expression Pearson r	Representative 2 type	Representative 2 annotation	Functional category
OM-RGC.v2.010669955	OM-RGC.v2.001553378	0.864271434	GC		
OM-RGC.v2.016307130	OM-RGC.v2.034634848	0.864270727	GC		
OM-RGC.v2.001598175	OM-RGC.v2.005816033	0.864268569	GC		
OM-RGC.v2.001321982	OM-RGC.v2.002545298	0.864263011	GC		
OM-RGC.v2.004429999	OM-RGC.v2.000631853	0.864241267	GC		
OM-RGC.v2.000134017	OM-RGC.v2.000016755	0.864233919	GC		
OM-RGC.v2.003524026	OM-RGC.v2.026091434	0.864232371	GC		
OM-RGC.v2.035448341	OM-RGC.v2.029163634	0.864228118	GC		
OM-RGC.v2.000100211	OM-RGC.v2.016117915	0.864222313	GC		
OM-RGC.v2.016117915	OM-RGC.v2.000100211	0.864222313	GC		
OM-RGC.v2.029414433	OM-RGC.v2.009343698	0.864220722	GC		
OM-RGC.v2.002163947	OM-RGC.v2.006176099	0.864218663	GC		
OM-RGC.v2.014803099	OM-RGC.v2.003512157	0.864217255	GC		
OM-RGC.v2.000015162	OM-RGC.v2.003795929	0.864210221	GC		
OM-RGC.v2.044129431	OM-RGC.v2.037750366	0.864207874	GC		
OM-RGC.v2.019152494	OM-RGC.v2.001976767	0.864205222	GC		
OM-RGC.v2.005568367	OM-RGC.v2.002159163	0.864200008	GC		
OM-RGC.v2.010588547	OM-RGC.v2.027403358	0.864197618	GC		
OM-RGC.v2.015264449	OM-RGC.v2.015576778	0.864195477	GC		
OM-RGC.v2.015576778	OM-RGC.v2.015264449	0.864195477	GC		
OM-RGC.v2.037944740	OM-RGC.v2.004864227	0.864194861	GC		
OM-RGC.v2.027544652	OM-RGC.v2.001367740	0.864194051	GC		
OM-RGC.v2.034582191	OM-RGC.v2.039513175	0.86419298	GC		
OM-RGC.v2.041993768	OM-RGC.v2.039507043	0.864189846	GC		
OM-RGC.v2.008837609	OM-RGC.v2.002424482	0.86418946	GC		
OM-RGC.v2.017251609	OM-RGC.v2.035565376	0.8641819	GC		
OM-RGC.v2.000017973	OM-RGC.v2.002770542	0.864180892	GC		
OM-RGC.v2.032574500	OM-RGC.v2.008960601	0.864178787	GC		
OM-RGC.v2.041930712	OM-RGC.v2.032931233	0.864176166	GC		
OM-RGC.v2.004474000	OM-RGC.v2.001345930	0.8641705	GC		
OM-RGC.v2.000567349	OM-RGC.v2.000567377	0.86416638	GC		
OM-RGC.v2.006067763	OM-RGC.v2.005572255	0.864165785	GC		
OM-RGC.v2.017805648	OM-RGC.v2.006347548	0.864164767	GC		
OM-RGC.v2.042529838	OM-RGC.v2.000653957	0.864162512	GC		
OM-RGC.v2.021850189	OM-RGC.v2.008790059	0.864162204	GC		
OM-RGC.v2.039084085	OM-RGC.v2.040636751	0.864159335	GC		
OM-RGC.v2.040636751	OM-RGC.v2.039084085	0.864159335	GC		
OM-RGC.v2.008953407	OM-RGC.v2.010279874	0.864156229	GC		
OM-RGC.v2.010279874	OM-RGC.v2.008953407	0.864156229	GC		
OM-RGC.v2.039811276	OM-RGC.v2.036387356	0.864156129	GC		
OM-RGC.v2.039583523	OM-RGC.v2.006210127	0.864150477	GC		
OM-RGC.v2.034798158	OM-RGC.v2.001424012	0.864150427	GC		
OM-RGC.v2.022886450	OM-RGC.v2.023786236	0.864147834	GC		
OM-RGC.v2.004387884	OM-RGC.v2.021827217	0.864146578	GC		
OM-RGC.v2.000342687	OM-RGC.v2.008907752	0.864145397	GC		
OM-RGC.v2.042516769	OM-RGC.v2.032511761	0.86414516	GC		
OM-RGC.v2.002802626	OM-RGC.v2.036516495	0.864142111	GC		
OM-RGC.v2.036516495	OM-RGC.v2.002802626	0.864142111	GC		
OM-RGC.v2.009031023	OM-RGC.v2.001103725	0.864141557	GC		
OM-RGC.v2.009436940	OM-RGC.v2.009859969	0.864140768	GC		
OM-RGC.v2.040984949	OM-RGC.v2.041572164	0.864135891	GC		
OM-RGC.v2.026994123	OM-RGC.v2.000484050	0.864125706	GC		
OM-RGC.v2.000484050	OM-RGC.v2.026994123	0.864125706	GC		
OM-RGC.v2.020253823	OM-RGC.v2.000168185	0.864124592	GC		
OM-RGC.v2.001649245	OM-RGC.v2.031209881	0.864122003	GC		
OM-RGC.v2.027538901	OM-RGC.v2.002625360	0.864112087	GC		
OM-RGC.v2.002625360	OM-RGC.v2.027538901	0.864112087	GC		
OM-RGC.v2.002055152	OM-RGC.v2.030142773	0.864111906	GC		
OM-RGC.v2.041189577	OM-RGC.v2.039005483	0.864110914	GC		
OM-RGC.v2.021817863	OM-RGC.v2.003450838	0.864107541	GC		
OM-RGC.v2.016166818	OM-RGC.v2.022842609	0.864100895	GC		
OM-RGC.v2.001596754	OM-RGC.v2.002898337	0.864100354	GC		
OM-RGC.v2.030902813	OM-RGC.v2.015532352	0.864093001	GC		
OM-RGC.v2.015532352	OM-RGC.v2.030902813	0.864093001	GC		
OM-RGC.v2.011415074	OM-RGC.v2.031525018	0.864086365	GC		
OM-RGC.v2.040056503	OM-RGC.v2.037557206	0.86407156	GC		
OM-RGC.v2.011712547	OM-RGC.v2.032968623	0.864070876	GC		
OM-RGC.v2.032968623	OM-RGC.v2.011712547	0.864070876	GC		
OM-RGC.v2.030218432	OM-RGC.v2.001974160	0.86407022	GC		
OM-RGC.v2.026874809	OM-RGC.v2.003551637	0.864066182	GC		
OM-RGC.v2.022718469	OM-RGC.v2.000857255	0.864063019	GC		
OM-RGC.v2.034498358	OM-RGC.v2.034196533	0.8640627	GC		
OM-RGC.v2.036462674	OM-RGC.v2.002279370	0.864061797	GC		
OM-RGC.v2.000265900	OM-RGC.v2.000246736	0.864058626	GC		
OM-RGC.v2.000246736	OM-RGC.v2.000265900	0.864058626	GC		
OM-RGC.v2.001632554	OM-RGC.v2.018613087	0.86405391	GC		
OM-RGC.v2.001786560	OM-RGC.v2.037380118	0.864046336	GC		
OM-RGC.v2.036772451	OM-RGC.v2.035056168	0.864043392	GC		
OM-RGC.v2.035056168	OM-RGC.v2.036772451	0.864043392	GC		
OM-RGC.v2.026337467	OM-RGC.v2.007627479	0.864032548	GC		
OM-RGC.v2.007627479	OM-RGC.v2.026337467	0.864032548	GC		
OM-RGC.v2.006602900	OM-RGC.v2.011762936	0.86403215	GC		
OM-RGC.v2.012377675	OM-RGC.v2.005566603	0.864021969	GC		
OM-RGC.v2.005566603	OM-RGC.v2.012377675	0.864021969	GC		
OM-RGC.v2.012131608	OM-RGC.v2.015786421	0.864017579	GC		
OM-RGC.v2.015786421	OM-RGC.v2.012131608	0.864017579	GC		
OM-RGC.v2.002843412	OM-RGC.v2.001686337	0.864016812	GC		
OM-RGC.v2.006479681	OM-RGC.v2.003826449	0.864012752	GC		
OM-RGC.v2.033282576	OM-RGC.v2.022016836	0.864001343	GC		
OM-RGC.v2.001848297	OM-RGC.v2.000855697	0.863987233	GC		
OM-RGC.v2.012886461	OM-RGC.v2.006882991	0.863983485	GC		
OM-RGC.v2.006882991	OM-RGC.v2.012886461	0.863983485	GC		
OM-RGC.v2.033314053	OM-RGC.v2.011451981	0.863981489	GC		
OM-RGC.v2.002337000	OM-RGC.v2.012567917	0.863976706	GC		
OM-RGC.v2.002481601	OM-RGC.v2.000059284	0.863970702	GC		
OM-RGC.v2.040107230	OM-RGC.v2.038733160	0.86396876	GC		
OM-RGC.v2.002602958	OM-RGC.v2.016940201	0.863966514	GC		
OM-RGC.v2.016940201	OM-RGC.v2.002602958	0.863966514	GC		
OM-RGC.v2.038899424	OM-RGC.v2.037808085	0.863966118	GC		
OM-RGC.v2.000425626	OM-RGC.v2.004919517	0.863960351	GC		
OM-RGC.v2.005504075	OM-RGC.v2.003503668	0.863957942	GC		
OM-RGC.v2.000848552	OM-RGC.v2.001525167	0.863957196	GC		
OM-RGC.v2.000917239	OM-RGC.v2.002593914	0.863955271	GC		
OM-RGC.v2.003103061	OM-RGC.v2.035565376	0.863954878	GC		
OM-RGC.v2.015985972	OM-RGC.v2.011190003	0.863953999	GC		
OM-RGC.v2.035164243	OM-RGC.v2.021067636	0.863940972	GC		
OM-RGC.v2.027280642	OM-RGC.v2.043110906	0.863940841	GC		
OM-RGC.v2.006019067	OM-RGC.v2.038058362	0.863938712	GC		
OM-RGC.v2.002371370	OM-RGC.v2.040807028	0.86393159	GC		
OM-RGC.v2.008262840	OM-RGC.v2.010368783	0.863931064	GC		
OM-RGC.v2.001584900	OM-RGC.v2.006690140	0.863928869	GC		
OM-RGC.v2.006690140	OM-RGC.v2.001584900	0.863928869	GC		
OM-RGC.v2.008158935	OM-RGC.v2.003892702	0.863928088	GC		
OM-RGC.v2.028746506	OM-RGC.v2.033519617	0.863921641	GC		
OM-RGC.v2.037008086	OM-RGC.v2.037403828	0.863921387	GC		
OM-RGC.v2.037403828	OM-RGC.v2.037008086	0.863921387	GC		
OM-RGC.v2.000003635	OM-RGC.v2.000269025	0.863920363	GC		
OM-RGC.v2.000269025	OM-RGC.v2.000003635	0.863920363	GC		
OM-RGC.v2.036684277	OM-RGC.v2.001592428	0.863908486	GC		
OM-RGC.v2.013545388	OM-RGC.v2.006609618	0.863902935	GC		
OM-RGC.v2.022316387	OM-RGC.v2.013866812	0.863895103	GC		
OM-RGC.v2.004697023	OM-RGC.v2.021949282	0.863892862	GC		
OM-RGC.v2.000676554	OM-RGC.v2.000712323	0.863891833	GC		
OM-RGC.v2.027130959	OM-RGC.v2.036578264	0.863889892	GC		
OM-RGC.v2.040720597	OM-RGC.v2.011962382	0.863889423	GC		
OM-RGC.v2.010839476	OM-RGC.v2.012713346	0.863885838	GC		
OM-RGC.v2.002900439	OM-RGC.v2.036621951	0.863870255	GC		
OM-RGC.v2.000669348	OM-RGC.v2.000856262	0.863865369	GC		
OM-RGC.v2.019912745	OM-RGC.v2.006347548	0.863863637	GC		
OM-RGC.v2.000116606	OM-RGC.v2.001194301	0.863858949	GC		
OM-RGC.v2.000728628	OM-RGC.v2.000900403	0.863853736	GC		
OM-RGC.v2.020119109	OM-RGC.v2.001691904	0.863848307	GC		
OM-RGC.v2.000276777	OM-RGC.v2.008546532	0.863844053	GC		
OM-RGC.v2.032719288	OM-RGC.v2.000034891	0.863840635	GC		
OM-RGC.v2.010739218	OM-RGC.v2.036300527	0.863839159	GC		
OM-RGC.v2.036805697	OM-RGC.v2.015275100	0.863836035	GC		
OM-RGC.v2.002798125	OM-RGC.v2.032536964	0.863833718	GC		
OM-RGC.v2.021870509	OM-RGC.v2.014377241	0.86383214	GC		
OM-RGC.v2.035461119	OM-RGC.v2.042519113	0.86383175	GC		
OM-RGC.v2.027721160	OM-RGC.v2.006247074	0.863827088	GC		
OM-RGC.v2.006247074	OM-RGC.v2.027721160	0.863827088	GC		
OM-RGC.v2.004144097	OM-RGC.v2.011395519	0.863823733	GC		
OM-RGC.v2.008481872	OM-RGC.v2.002378577	0.863821315	GC		
OM-RGC.v2.000524459	OM-RGC.v2.000045036	0.863820274	GC		
OM-RGC.v2.038680391	OM-RGC.v2.036900917	0.86381167	GC		
OM-RGC.v2.004606914	OM-RGC.v2.012174662	0.86381017	GC		
OM-RGC.v2.000922251	OM-RGC.v2.001985156	0.863805736	GC		
OM-RGC.v2.010071770	OM-RGC.v2.000651870	0.863804582	GC		
OM-RGC.v2.000651870	OM-RGC.v2.010071770	0.863804582	GC		
OM-RGC.v2.014089665	OM-RGC.v2.034495482	0.863801901	GC		
OM-RGC.v2.045950504	OM-RGC.v2.045439284	0.863800009	GC		
OM-RGC.v2.015010063	OM-RGC.v2.000025160	0.863795592	GC		
OM-RGC.v2.041381260	OM-RGC.v2.000682960	0.863792593	GC		
OM-RGC.v2.001957166	OM-RGC.v2.001633817	0.863781803	GC		
OM-RGC.v2.003328162	OM-RGC.v2.004306980	0.863780464	GC		
OM-RGC.v2.002301606	OM-RGC.v2.000686627	0.863770011	GC		
OM-RGC.v2.040023580	OM-RGC.v2.021362415	0.863768928	GC		
OM-RGC.v2.023224833	OM-RGC.v2.001360115	0.863763954	GC		
OM-RGC.v2.038746627	OM-RGC.v2.011390789	0.863761492	GC		
OM-RGC.v2.034378443	OM-RGC.v2.007363031	0.863754736	GC		
OM-RGC.v2.001099397	OM-RGC.v2.001413230	0.863752061	GC		
OM-RGC.v2.030691114	OM-RGC.v2.034467553	0.863748435	GC		
OM-RGC.v2.034467553	OM-RGC.v2.030691114	0.863748435	GC		
OM-RGC.v2.033012030	OM-RGC.v2.031517226	0.863747694	GC		
OM-RGC.v2.026776855	OM-RGC.v2.008011168	0.863746204	GC		
OM-RGC.v2.029713171	OM-RGC.v2.013921425	0.8637387	GC		
OM-RGC.v2.013921425	OM-RGC.v2.029713171	0.8637387	GC		
OM-RGC.v2.035505704	OM-RGC.v2.002155352	0.8637371	GC		
OM-RGC.v2.002253273	OM-RGC.v2.021797519	0.863732503	GC		
OM-RGC.v2.009984009	OM-RGC.v2.002252457	0.863723585	GC		
OM-RGC.v2.018981222	OM-RGC.v2.004480414	0.863718056	GC		
OM-RGC.v2.000261086	OM-RGC.v2.027403358	0.863717556	GC		
OM-RGC.v2.034289116	OM-RGC.v2.011362260	0.863713443	GC		
OM-RGC.v2.045530656	OM-RGC.v2.037488651	0.863710857	GC		
OM-RGC.v2.031231561	OM-RGC.v2.000210475	0.863704582	GC		
OM-RGC.v2.040532940	OM-RGC.v2.029227018	0.863700664	GC		
OM-RGC.v2.006076787	OM-RGC.v2.028137745	0.863688267	GC		
OM-RGC.v2.028137745	OM-RGC.v2.006076787	0.863688267	GC		
OM-RGC.v2.017321014	OM-RGC.v2.008829225	0.86368676	GC		
OM-RGC.v2.041021108	OM-RGC.v2.000382789	0.863683106	GC		
OM-RGC.v2.000382789	OM-RGC.v2.041021108	0.863683106	GC		
OM-RGC.v2.001310198	OM-RGC.v2.006068334	0.86368	GC		
OM-RGC.v2.032795050	OM-RGC.v2.008133513	0.863677185	GC		
OM-RGC.v2.023642331	OM-RGC.v2.004397461	0.863673707	GC		
OM-RGC.v2.010539018	OM-RGC.v2.037032350	0.863670564	GC		
OM-RGC.v2.027914624	OM-RGC.v2.008103296	0.863670239	GC		
OM-RGC.v2.016345455	OM-RGC.v2.008193842	0.863659881	GC		
OM-RGC.v2.008193842	OM-RGC.v2.016345455	0.863659881	GC		
OM-RGC.v2.035643160	OM-RGC.v2.011922571	0.863658198	GC		
OM-RGC.v2.041289135	OM-RGC.v2.028704356	0.863656753	GC		
OM-RGC.v2.008405346	OM-RGC.v2.042281861	0.863655005	GC		
OM-RGC.v2.003388414	OM-RGC.v2.005380723	0.863654543	GC		
OM-RGC.v2.000693426	OM-RGC.v2.039355765	0.863642954	GC		
OM-RGC.v2.039355765	OM-RGC.v2.000693426	0.863642954	GC		
OM-RGC.v2.003178404	OM-RGC.v2.000415931	0.863638926	GC		
OM-RGC.v2.006754318	OM-RGC.v2.006143467	0.863636709	GC		
OM-RGC.v2.035184834	OM-RGC.v2.035046316	0.863635039	GC		
OM-RGC.v2.000377870	OM-RGC.v2.000075526	0.863630323	GC		
OM-RGC.v2.038523875	OM-RGC.v2.033680632	0.863629302	GC		
OM-RGC.v2.009758332	OM-RGC.v2.011938568	0.863628884	GC		
OM-RGC.v2.002253481	OM-RGC.v2.003203780	0.863626961	GC		
OM-RGC.v2.034803835	OM-RGC.v2.000094871	0.863626008	GC		
OM-RGC.v2.006156438	OM-RGC.v2.020650374	0.863622225	GC		
OM-RGC.v2.022749489	OM-RGC.v2.005741205	0.863619694	GC		
OM-RGC.v2.030349919	OM-RGC.v2.014304214	0.863616426	GC		
OM-RGC.v2.038025372	OM-RGC.v2.035027642	0.863613225	GC		
OM-RGC.v2.032138407	OM-RGC.v2.037920766	0.863603027	GC		
OM-RGC.v2.013379507	OM-RGC.v2.034735299	0.863596456	GC		
OM-RGC.v2.000252324	OM-RGC.v2.006628684	0.863596239	GC		
OM-RGC.v2.001036674	OM-RGC.v2.000210475	0.863595396	GC		
OM-RGC.v2.000378843	OM-RGC.v2.001534116	0.863592853	GC		
OM-RGC.v2.000449034	OM-RGC.v2.010739218	0.863588603	GC		
OM-RGC.v2.005629227	OM-RGC.v2.029154031	0.863588301	GC		
OM-RGC.v2.005631084	OM-RGC.v2.001923166	0.863580983	GC		
OM-RGC.v2.002073714	OM-RGC.v2.000941492	0.863579424	GC		
OM-RGC.v2.000207536	OM-RGC.v2.000911775	0.863577404	GC		
OM-RGC.v2.037358657	OM-RGC.v2.010351031	0.863562802	GC		
OM-RGC.v2.026759513	OM-RGC.v2.003410970	0.863559622	GC		
OM-RGC.v2.035700206	OM-RGC.v2.039136482	0.863558578	GC		
OM-RGC.v2.038026776	OM-RGC.v2.013056995	0.863557953	GC		
OM-RGC.v2.020566178	OM-RGC.v2.006038907	0.863554277	GC		
OM-RGC.v2.006038907	OM-RGC.v2.020566178	0.863554277	GC		
OM-RGC.v2.001742970	OM-RGC.v2.037428532	0.863552456	GC		
OM-RGC.v2.017905698	OM-RGC.v2.007100645	0.8635522	GC		
OM-RGC.v2.035820870	OM-RGC.v2.011887720	0.863551629	GC		
OM-RGC.v2.028602008	OM-RGC.v2.036800930	0.863548884	GC		
OM-RGC.v2.030159794	OM-RGC.v2.002895594	0.863541176	GC		
OM-RGC.v2.020040156	OM-RGC.v2.015188944	0.863540024	GC		
OM-RGC.v2.010804206	OM-RGC.v2.000087654	0.863532578	GC		
OM-RGC.v2.022805181	OM-RGC.v2.010968401	0.863532169	GC		
OM-RGC.v2.013953703	OM-RGC.v2.008507446	0.863531593	GC		
OM-RGC.v2.008507446	OM-RGC.v2.013953703	0.863531593	GC		
OM-RGC.v2.003604946	OM-RGC.v2.010368916	0.863531502	GC		
OM-RGC.v2.033595198	OM-RGC.v2.014662929	0.863529664	GC		
OM-RGC.v2.014662929	OM-RGC.v2.033595198	0.863529664	GC		
OM-RGC.v2.036110130	OM-RGC.v2.006549852	0.863528871	GC		
OM-RGC.v2.037226799	OM-RGC.v2.002915538	0.863526637	GC		
OM-RGC.v2.004443842	OM-RGC.v2.001308765	0.863525427	GC		
OM-RGC.v2.013378559	OM-RGC.v2.009011540	0.863518119	GC		
OM-RGC.v2.009011540	OM-RGC.v2.013378559	0.863518119	GC		
OM-RGC.v2.041354317	OM-RGC.v2.039595674	0.863517394	GC		
OM-RGC.v2.010531395	OM-RGC.v2.016502812	0.863517276	GC		
OM-RGC.v2.000967494	OM-RGC.v2.000110731	0.86351242	GC		
OM-RGC.v2.034987580	OM-RGC.v2.003705146	0.863505785	GC		
OM-RGC.v2.000058246	OM-RGC.v2.007596014	0.863503783	GC		
OM-RGC.v2.032176464	OM-RGC.v2.034196533	0.863489648	GC		
OM-RGC.v2.003671296	OM-RGC.v2.000525170	0.863477391	GC		
OM-RGC.v2.027153386	OM-RGC.v2.009687601	0.863476662	GC		
OM-RGC.v2.031546415	OM-RGC.v2.001056361	0.86347521	GC		
OM-RGC.v2.017780099	OM-RGC.v2.039856172	0.863470566	GC		
OM-RGC.v2.042855371	OM-RGC.v2.038185034	0.863469629	GC		
OM-RGC.v2.000367350	OM-RGC.v2.000110731	0.863469171	GC		
OM-RGC.v2.026422421	OM-RGC.v2.003871216	0.863468946	GC		
OM-RGC.v2.017511649	OM-RGC.v2.013056995	0.863466468	GC		
OM-RGC.v2.039678776	OM-RGC.v2.033850368	0.863465011	GC		
OM-RGC.v2.009387928	OM-RGC.v2.003853704	0.863445669	GC		
OM-RGC.v2.017849125	OM-RGC.v2.037941020	0.863443513	GC		
OM-RGC.v2.003672197	OM-RGC.v2.016058822	0.863443492	GC		
OM-RGC.v2.000035710	OM-RGC.v2.000065781	0.863442115	GC		
OM-RGC.v2.006165997	OM-RGC.v2.005324436	0.863441245	GC		
OM-RGC.v2.039735254	OM-RGC.v2.004110357	0.863439838	GC		
OM-RGC.v2.040690089	OM-RGC.v2.042102666	0.863433945	GC		
OM-RGC.v2.026074413	OM-RGC.v2.000215635	0.863432077	GC		
OM-RGC.v2.000585915	OM-RGC.v2.004766525	0.86342501	GC		
OM-RGC.v2.006741011	OM-RGC.v2.002097389	0.863422818	GC		
OM-RGC.v2.016248594	OM-RGC.v2.014580632	0.863420846	GC		
OM-RGC.v2.028991105	OM-RGC.v2.008747945	0.863420007	GC		
OM-RGC.v2.000034165	OM-RGC.v2.000019237	0.863417547	GC		
OM-RGC.v2.000019237	OM-RGC.v2.000034165	0.863417547	GC		
OM-RGC.v2.034053556	OM-RGC.v2.039232485	0.863416626	GC		
OM-RGC.v2.003677384	OM-RGC.v2.031900419	0.863411938	GC		
OM-RGC.v2.006988160	OM-RGC.v2.003842084	0.863405317	GC		
OM-RGC.v2.027301596	OM-RGC.v2.025334858	0.863397856	GC		
OM-RGC.v2.041812100	OM-RGC.v2.041633477	0.863396043	GC		
OM-RGC.v2.003178217	OM-RGC.v2.000435191	0.863395724	GC		
OM-RGC.v2.038792465	OM-RGC.v2.034984960	0.863394823	GC		
OM-RGC.v2.028526769	OM-RGC.v2.034390891	0.863393866	GC		
OM-RGC.v2.020702642	OM-RGC.v2.016952563	0.863392942	GC		
OM-RGC.v2.016952563	OM-RGC.v2.020702642	0.863392942	GC		
OM-RGC.v2.004096022	OM-RGC.v2.035546018	0.863381063	GC		
OM-RGC.v2.035546018	OM-RGC.v2.004096022	0.863381063	GC		
OM-RGC.v2.034071894	OM-RGC.v2.037904667	0.863374445	GC		
OM-RGC.v2.039852380	OM-RGC.v2.018474323	0.86337103	GC		
OM-RGC.v2.001878670	OM-RGC.v2.001088764	0.863368984	GC		
OM-RGC.v2.030441318	OM-RGC.v2.000167006	0.863364612	GC		
OM-RGC.v2.036012542	OM-RGC.v2.000531695	0.863359838	GC		
OM-RGC.v2.011203044	OM-RGC.v2.009252443	0.863358541	GC		
OM-RGC.v2.000043171	OM-RGC.v2.007707300	0.863352853	GC		
OM-RGC.v2.020225536	OM-RGC.v2.035763130	0.863351085	GC		
OM-RGC.v2.026389163	OM-RGC.v2.003815319	0.863349738	GC		
OM-RGC.v2.000964734	OM-RGC.v2.039561785	0.863340344	GC		
OM-RGC.v2.031483948	OM-RGC.v2.032841031	0.863332863	GC		
OM-RGC.v2.033138023	OM-RGC.v2.003305071	0.863332132	GC		
OM-RGC.v2.021202814	OM-RGC.v2.000287536	0.86332568	GC		
OM-RGC.v2.006885075	OM-RGC.v2.000519474	0.8633209	GC		
OM-RGC.v2.001537875	OM-RGC.v2.000445574	0.86331935	GC		
OM-RGC.v2.000445574	OM-RGC.v2.001537875	0.86331935	GC		
OM-RGC.v2.018299995	OM-RGC.v2.037710150	0.863318635	GC		
OM-RGC.v2.001545286	OM-RGC.v2.000895624	0.863317917	GC		
OM-RGC.v2.026890650	OM-RGC.v2.026084754	0.863314234	GC		
OM-RGC.v2.042990094	OM-RGC.v2.032931233	0.8633136	GC		
OM-RGC.v2.001734613	OM-RGC.v2.003528763	0.863313421	GC		
OM-RGC.v2.000601062	OM-RGC.v2.002852463	0.863310053	GC		
OM-RGC.v2.004015664	OM-RGC.v2.032384278	0.863309659	GC		
OM-RGC.v2.028379543	OM-RGC.v2.031502041	0.863304078	GC		
OM-RGC.v2.016787205	OM-RGC.v2.005799876	0.863291209	GC		
OM-RGC.v2.044376328	OM-RGC.v2.001350913	0.863287501	GC		
OM-RGC.v2.037224999	OM-RGC.v2.027403358	0.863284558	GC		
OM-RGC.v2.001481252	OM-RGC.v2.009892156	0.863284475	GC		
OM-RGC.v2.035221573	OM-RGC.v2.006029704	0.863280137	GC		
OM-RGC.v2.023355784	OM-RGC.v2.035060181	0.863272579	GC		
OM-RGC.v2.025351377	OM-RGC.v2.001351051	0.86326429	GC		
OM-RGC.v2.001351051	OM-RGC.v2.025351377	0.86326429	GC		
OM-RGC.v2.000547058	OM-RGC.v2.001205355	0.86326417	GC		
OM-RGC.v2.001205355	OM-RGC.v2.000547058	0.86326417	GC		
OM-RGC.v2.001877220	OM-RGC.v2.020418962	0.863261586	GC		
OM-RGC.v2.004615670	OM-RGC.v2.000025437	0.863258817	GC		
OM-RGC.v2.018004818	OM-RGC.v2.009987809	0.863258587	GC		
OM-RGC.v2.032008931	OM-RGC.v2.016403114	0.86325292	GC		
OM-RGC.v2.009598300	OM-RGC.v2.034045569	0.863252151	GC		
OM-RGC.v2.034045569	OM-RGC.v2.009598300	0.863252151	GC		
OM-RGC.v2.028113863	OM-RGC.v2.008957965	0.863251975	GC		
OM-RGC.v2.000516793	OM-RGC.v2.002711642	0.863251958	GC		
OM-RGC.v2.000860138	OM-RGC.v2.001841618	0.863251757	GC		
OM-RGC.v2.030893456	OM-RGC.v2.008953209	0.863246742	GC		
OM-RGC.v2.026659382	OM-RGC.v2.014378969	0.863246295	GC		
OM-RGC.v2.003662599	OM-RGC.v2.016638633	0.863245544	GC		
OM-RGC.v2.003886936	OM-RGC.v2.000008547	0.863241168	GC		
OM-RGC.v2.027757510	OM-RGC.v2.016052005	0.863238677	GC		
OM-RGC.v2.038172166	OM-RGC.v2.005568095	0.863233497	GC		
OM-RGC.v2.005568095	OM-RGC.v2.038172166	0.863233497	GC		
OM-RGC.v2.034341124	OM-RGC.v2.000435558	0.863231859	GC		
OM-RGC.v2.000435558	OM-RGC.v2.034341124	0.863231859	GC		
OM-RGC.v2.035354401	OM-RGC.v2.027266737	0.863222176	GC		
OM-RGC.v2.027266737	OM-RGC.v2.035354401	0.863222176	GC		
OM-RGC.v2.036134106	OM-RGC.v2.034320934	0.863220547	GC		
OM-RGC.v2.043223363	OM-RGC.v2.038181088	0.863218057	GC		
OM-RGC.v2.038181088	OM-RGC.v2.043223363	0.863218057	GC		
OM-RGC.v2.040686065	OM-RGC.v2.027923015	0.863211032	GC		
OM-RGC.v2.041519014	OM-RGC.v2.031371054	0.863206749	GC		
OM-RGC.v2.001421494	OM-RGC.v2.020242877	0.863206742	GC		
OM-RGC.v2.020242877	OM-RGC.v2.001421494	0.863206742	GC		
OM-RGC.v2.006079206	OM-RGC.v2.028276568	0.863206109	GC		
OM-RGC.v2.008585938	OM-RGC.v2.002852463	0.863204066	GC		
OM-RGC.v2.000747309	OM-RGC.v2.006049950	0.863203471	GC		
OM-RGC.v2.000146949	OM-RGC.v2.004509827	0.863199289	GC		
OM-RGC.v2.004509827	OM-RGC.v2.000146949	0.863199289	GC		
OM-RGC.v2.006281330	OM-RGC.v2.035034757	0.863193763	GC		
OM-RGC.v2.031117364	OM-RGC.v2.011887720	0.863182597	GC		
OM-RGC.v2.011660565	OM-RGC.v2.001676564	0.863178898	GC		
OM-RGC.v2.001676564	OM-RGC.v2.011660565	0.863178898	GC		
OM-RGC.v2.040190654	OM-RGC.v2.037956499	0.863176389	GC		
OM-RGC.v2.021412952	OM-RGC.v2.006182404	0.86317317	GC		
OM-RGC.v2.017944922	OM-RGC.v2.004394256	0.863173164	GC		
OM-RGC.v2.004394256	OM-RGC.v2.017944922	0.863173164	GC		
OM-RGC.v2.033986217	OM-RGC.v2.025035933	0.863172748	GC		
OM-RGC.v2.020288901	OM-RGC.v2.024764881	0.863172612	GC		
OM-RGC.v2.011916004	OM-RGC.v2.024232846	0.863171902	GC		
OM-RGC.v2.027700795	OM-RGC.v2.031492088	0.863162214	GC		
OM-RGC.v2.011497667	OM-RGC.v2.011231540	0.863157687	GC		
OM-RGC.v2.001607608	OM-RGC.v2.000922651	0.863155447	GC		
OM-RGC.v2.040558378	OM-RGC.v2.017809449	0.863153807	GC		
OM-RGC.v2.016458857	OM-RGC.v2.028828317	0.863148279	GC		
OM-RGC.v2.001715229	OM-RGC.v2.002664789	0.863145659	GC		
OM-RGC.v2.001390934	OM-RGC.v2.006246944	0.863137892	GC		
OM-RGC.v2.019507590	OM-RGC.v2.013260394	0.863134271	GC		
OM-RGC.v2.013260394	OM-RGC.v2.019507590	0.863134271	GC		
